id,Age,Accessibility,EdLevel,Employment,Gender,MentalHealth,MainBranch,YearsCode,YearsCodePro,Country,PreviousSalary,HaveWorkedWith,ComputerSkills,Employed
2626,<35,No,Other,1,Man,No,Dev,8,5,Denmark,78156.0,C#;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;VBA;Docker;Git;ASP.NET Core ;DigitalOcean;Microsoft Azure;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,17,1
2627,>35,No,Undergraduate,1,Man,Yes,NotDev,32,28,United States of America,150000.0,C#;HTML/CSS;JavaScript;Node.js;Docker;Git;Puppet;Terraform;Yarn;AWS;DynamoDB;Microsoft SQL Server;MongoDB,13,1
2628,>35,No,Other,1,Man,No,Dev,42,31,Australia,104223.0,JavaScript;TypeScript;Git;Yarn;React.js;AWS;Cassandra;MariaDB;Redis,9,0
2629,>35,No,Master,1,Man,No,Dev,31,26,Slovakia,32424.0,C++;Java;JavaScript;Scala;IBM DB2;MariaDB;Oracle,7,0
2630,>35,No,Master,1,Man,No,Dev,15,14,United States of America,150000.0,Bash/Shell;C#;JavaScript;Node.js;PowerShell;SQL;TypeScript;Docker;Git;Angular.js;ASP.NET;ASP.NET Core ;Express;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server,17,1
2631,<35,No,Undergraduate,1,Man,No,Dev,6,4,India,7200.0,Java;Ansible;Docker;Git;Xamarin;MySQL;Oracle;SQLite,8,0
2632,<35,No,NoHigherEd,0,Man,No,Dev,7,2,Uzbekistan,16800.0,Python;Docker;Git;Django,4,0
2633,<35,No,Master,1,Man,No,Dev,15,10,France,55130.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Rust;SQL;Ansible;Docker;Git;Symfony;AWS;MySQL;PostgreSQL;Redis,15,0
2634,<35,No,Master,1,Man,No,Dev,18,7,Sweden,67500.0,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server,10,1
2635,<35,No,Master,1,Man,No,Dev,20,5,United States of America,50000.0,Assembly;Bash/Shell;C;C++;Haskell;HTML/CSS;JavaScript;Matlab;Python;Git;MariaDB;MySQL;PostgreSQL;SQLite,14,0
2636,<35,No,Undergraduate,0,Man,No,Dev,8,4,Turkey,9864.0,HTML/CSS;JavaScript;PHP;Python;SQL;Git;jQuery;AWS;MariaDB;MySQL,10,0
2637,<35,No,Master,1,Man,No,Dev,16,2,Canada,56723.0,Bash/Shell;C#;C++;Go;HTML/CSS;JavaScript;Node.js;Python;R;Rust;TypeScript;Docker;Git;Terraform;Unreal Engine;ASP.NET;ASP.NET Core ;Express;React.js;Svelte;AWS;DigitalOcean;Heroku;DynamoDB;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,28,1
2638,<35,No,Undergraduate,1,Man,No,Dev,10,8,Uruguay,31524.0,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;TypeScript;Docker;Git;Angular.js;ASP.NET;jQuery;Laravel;React.js;Vue.js;Heroku;Microsoft Azure;MySQL;PostgreSQL;SQLite,22,1
2639,<35,Yes,Master,1,Man,No,Dev,10,5,Portugal,45396.0,HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL;Swift;Git;Drupal;jQuery;Firebase;MariaDB;MySQL;Redis;SQLite,15,1
2640,>35,No,Other,1,Man,No,Dev,25,19,United States of America,150000.0,Bash/Shell;C;C#;C++;F#;JavaScript;R;Rust;TypeScript;Docker;Git;Kubernetes;Terraform;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Redis;SQLite,20,1
2641,>35,No,Master,0,Man,No,Dev,8,5,United States of America,50000.0,Bash/Shell;C;C++;Go;JavaScript;LISP;Node.js;Python;Ruby;SQL;Git;Yarn;React.js;Ruby on Rails;Vue.js;DigitalOcean;Heroku;MongoDB;PostgreSQL,19,1
2642,<35,No,Master,1,Man,No,Dev,3,2,United States of America,60000.0,Bash/Shell;Python;R;SQL;VBA;Git;AWS;IBM Cloud or Watson;DynamoDB;Microsoft SQL Server;SQLite,11,1
2643,<35,No,Master,1,Man,No,Dev,10,2,Netherlands,46704.0,Bash/Shell;Haskell;Rust;Git,4,0
2644,<35,Yes,Undergraduate,1,Man,Yes,Dev,6,2,United States of America,80000.0,Bash/Shell;Java;JavaScript;Node.js;PHP;Python;SQL;Spring;Google Cloud Platform;Firebase;MySQL,11,1
2645,<35,No,Master,1,Man,No,Dev,10,5,Spain,47563.0,Python;Rust;SQL;Ansible;Docker;Git;Kubernetes;Django;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite,13,0
2646,<35,No,Master,1,Man,No,Dev,10,5,Italy,27025.0,C;C#;C++;Dart;Node.js;Rust;Docker;Git;Unity 3D;Unreal Engine;Xamarin;Flask;AWS;Heroku;PostgreSQL,15,0
2647,>35,No,Master,1,Man,No,Dev,18,14,Spain,192415.0,Go;Java;Python;Rust;Scala;SQL;Ansible;Docker;Git;Kubernetes;jQuery;AWS;Microsoft Azure;Elasticsearch;PostgreSQL;Redis;SQLite,17,1
2648,<35,No,Undergraduate,1,Man,No,Dev,15,7,United States of America,97343.0,C;C#;HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;ASP.NET;Drupal;Vue.js;IBM DB2;MySQL,13,0
2649,<35,No,Undergraduate,1,Man,No,Dev,7,3,Bangladesh,9180.0,C;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;Git;Express;Flask;Laravel;React.js;Vue.js;AWS;DigitalOcean;Elasticsearch;Firebase;MySQL;Oracle;Redis,22,0
2650,<35,No,Undergraduate,1,Man,No,Dev,8,3,United States of America,150000.0,C#;HTML/CSS;JavaScript;Rust;TypeScript;Git;React.js;Microsoft Azure,8,0
2651,<35,No,Master,1,Man,No,Dev,12,4,Germany,62697.0,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Scala;TypeScript;Git;Express;React.js;Spring;MySQL;Redis,15,1
2652,<35,No,PhD,1,Woman,No,NotDev,12,2,Sweden,46020.0,Bash/Shell;C++;HTML/CSS;Python;Git;SQLite,6,0
2653,<35,No,Undergraduate,1,Man,No,NotDev,7,0,United States of America,150000.0,C#;PowerShell,2,0
2654,<35,No,Undergraduate,1,NonBinary,No,Dev,10,4,United States of America,83500.0,C++;HTML/CSS;JavaScript;Matlab;Node.js;Python;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;Angular;Express;Flask;React.js;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;DynamoDB;Microsoft SQL Server;PostgreSQL,23,1
2655,>35,No,Other,1,Man,No,Dev,25,21,United States of America,144000.0,C#;C++;HTML/CSS;JavaScript;Node.js;Perl;PowerShell;Python;SQL;TypeScript;Docker;Git;Angular.js;ASP.NET;ASP.NET Core ;Drupal;Flask;jQuery;React.js;AWS;Microsoft Azure;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB,25,1
2656,<35,No,Master,1,Man,No,Dev,6,3,Netherlands,48000.0,C++;Python;Docker;Git;MongoDB;MySQL;PostgreSQL,7,0
2657,<35,No,Master,0,Woman,No,Dev,11,5,Portugal,31428.0,,0,0
2658,>35,No,Undergraduate,0,Man,No,Dev,30,21,Canada,160000.0,HTML/CSS;JavaScript;Python;Docker;Git;Django;FastAPI;React.js;AWS;Google Cloud Platform;Elasticsearch;PostgreSQL;Redis,13,0
2659,>35,No,Other,1,Man,No,Dev,30,20,Canada,75631.0,Bash/Shell;C++;Groovy;PHP;PowerShell;Python;SQL;VBA;Ansible;Docker;Git;Kubernetes;Terraform;AWS;Microsoft Azure;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,19,0
2660,<35,No,Undergraduate,1,Man,Yes,Dev,5,2,Spain,51887.0,C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;TypeScript;Git;Unity 3D;Unreal Engine;Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;jQuery;Laravel;Symfony;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;SQLite,26,1
2661,<35,No,PhD,1,Woman,Yes,Dev,21,15,Germany,81074.0,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Rust;Scala;SQL;TypeScript;Docker;Git;Kubernetes;Angular;Angular.js;Spring;Oracle;PostgreSQL,17,1
2662,<35,No,Other,1,Man,No,Dev,4,4,Russian Federation,18876.0,HTML/CSS;JavaScript;Matlab;Node.js;PHP;PowerShell;TypeScript;Docker;Git;Puppet;Yarn;Express;Gatsby;React.js;Google Cloud Platform;Heroku;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,21,1
2663,<35,No,NoHigherEd,1,Man,Yes,NotDev,5,2,United States of America,50000.0,JavaScript;Python;Rust;Git;FastAPI;Flask;React.js;Vue.js;Heroku;PostgreSQL,10,0
2664,<35,Yes,Undergraduate,0,Man,No,Dev,9,3,United States of America,12000.0,Bash/Shell;C;C++;Python;Rust;Git;Flask,7,0
2665,<35,No,Master,1,Man,No,Dev,6,3,Denmark,75204.0,Bash/Shell;Go;Google Cloud Platform,3,0
2666,<35,No,Undergraduate,1,Man,Yes,Dev,5,5,United States of America,200000.0,Elixir;HTML/CSS;JavaScript;Python;Rust;Scala;SQL;Docker;Git;AWS;DigitalOcean;DynamoDB;Elasticsearch;PostgreSQL;SQLite,15,0
2667,<35,No,Undergraduate,1,Man,No,Dev,6,2,United States of America,50000.0,JavaScript;PHP;Ansible;Docker;Git;Laravel;Vue.js;AWS;MySQL,9,0
2668,<35,No,Other,1,Man,No,Dev,10,3,United States of America,85000.0,C#;HTML/CSS;JavaScript;Python;SQL;VBA;Docker;Git;Xamarin;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;Oracle,15,1
2669,>35,No,PhD,1,Man,No,Dev,21,9,Ireland,97288.0,Bash/Shell;Go;JavaScript;Node.js;Python;Rust;Chef;Docker;Git;Kubernetes;Terraform;Flask;Vue.js;AWS;Microsoft Azure;MongoDB,16,1
2670,>35,No,Undergraduate,1,Man,Yes,Dev,12,10,Canada,65043.0,Java;Docker;Git;AWS;MariaDB;PostgreSQL,6,0
2671,<35,No,Undergraduate,0,Man,Yes,Dev,16,7,Poland,36756.0,JavaScript;Node.js;Python;SQL;TypeScript;Git;Terraform;AWS;Elasticsearch;MongoDB;MySQL,11,1
2672,<35,No,Undergraduate,1,Man,No,Dev,14,7,Austria,54481.0,Bash/Shell;C;C#;C++;HTML/CSS;JavaScript;Matlab;Node.js;PHP;PowerShell;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Xamarin;ASP.NET;ASP.NET Core ;jQuery;React.js;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MySQL;Redis;SQLite,28,1
2673,>35,No,NoHigherEd,1,Man,No,Dev,35,24,Uruguay,36888.0,Bash/Shell;C;C++;Delphi;PHP;Ruby;Rust;SQL;Git;jQuery;MariaDB;MySQL;PostgreSQL;SQLite,14,1
2674,<35,No,Undergraduate,1,Man,No,Dev,6,1,United States of America,110000.0,Bash/Shell;C#;PowerShell;Rust;Docker;Git;React.js;Microsoft Azure;Microsoft SQL Server,9,1
2675,<35,No,Undergraduate,1,Man,No,Dev,4,2,United States of America,81200.0,C#;JavaScript;Node.js;PowerShell;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;React.js;Vue.js;Microsoft Azure;Microsoft SQL Server,13,1
2676,>35,No,NoHigherEd,0,Man,No,Dev,15,11,Czech Republic,31176.0,Bash/Shell;HTML/CSS;Python;SQL;Docker;Git;Django;Flask;Google Cloud Platform;Elasticsearch;MySQL;PostgreSQL;SQLite,13,0
2677,<35,No,Undergraduate,1,Man,No,Dev,10,6,India,20663.0,JavaScript;Objective-C;Swift;React.js,4,0
2678,<35,No,Undergraduate,1,Man,No,Dev,10,5,United States of America,85000.0,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;Git;Express;jQuery;Spring;AWS;Google Cloud Platform;Heroku;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,19,1
2679,<35,No,Master,1,Man,No,Dev,11,2,Germany,82860.0,Rust;Docker;Git;Kubernetes;AWS,5,0
2680,<35,No,Undergraduate,0,Man,No,Dev,8,0,Russian Federation,16980.0,Assembly;Bash/Shell;C;C++;Java;Perl;Python;Rust;SQL;Git;Puppet;Flask;AWS;MySQL;Oracle;PostgreSQL;SQLite,17,1
2681,<35,No,Undergraduate,1,Man,No,Dev,10,0,United States of America,42000.0,C++;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;Angular;Express;Vue.js;Microsoft Azure;PostgreSQL,12,0
2682,>35,No,Undergraduate,1,Man,No,Dev,25,18,United States of America,160000.0,C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript;Docker;Git;Kubernetes;Angular;Spring;AWS;Google Cloud Platform;MariaDB;Microsoft SQL Server;PostgreSQL;Redis,19,1
2683,>35,No,Other,0,Man,No,Dev,25,21,Greece,10380.0,Bash/Shell;Dart;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript;Deno;Docker;Git;Kubernetes;Django;Express;Flask;jQuery;React.js;AWS;DigitalOcean;Cassandra;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite,27,1
2684,<35,No,Master,1,Man,No,Dev,21,6,France,97288.0,C;C++;Go;Rust;Git;AWS;SQLite,7,0
2685,<35,No,Master,1,Man,Yes,Dev,10,4,France,29616.0,HTML/CSS;JavaScript;Node.js;PHP;Python;Rust;TypeScript;Docker;Git;Yarn;Angular;Angular.js;Express;Flask;Laravel;React.js;Google Cloud Platform;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,22,1
2686,<35,No,Undergraduate,0,Man,No,Dev,12,8,Germany,118908.0,Bash/Shell;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;Express;React.js;AWS;Microsoft Azure;Elasticsearch;MySQL;PostgreSQL;Redis,19,1
2687,<35,No,Other,1,Man,No,Dev,12,9,Canada,59750.0,PowerShell;SQL;VBA;Microsoft Azure;Microsoft SQL Server,5,0
2688,<35,No,Undergraduate,1,Man,No,Dev,10,10,Brazil,70560.0,C#;HTML/CSS;JavaScript;SQL;TypeScript;Git;Yarn;Angular.js;ASP.NET;ASP.NET Core ;jQuery;React.js;Microsoft Azure;Microsoft SQL Server;MongoDB;PostgreSQL,16,1
2689,<35,No,Undergraduate,1,Man,No,Dev,15,8,United States of America,118000.0,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PowerShell;SQL;TypeScript;Docker;Git;Angular.js;Express;jQuery;Spring;MongoDB,15,1
2690,<35,No,Undergraduate,0,NonBinary,No,Dev,4,2,Egypt,2304.0,Python;SQL;Django;Flask;Heroku;MySQL;SQLite,7,0
2691,>35,No,Master,1,Man,No,Dev,7,6,United States of America,125000.0,C#;HTML/CSS;JavaScript;SQL;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server,10,1
2692,<35,No,Undergraduate,1,Man,No,Dev,10,5,Canada,117985.0,Go;Python;Ansible;Docker;Kubernetes;Django;AWS;Google Cloud Platform;MariaDB,9,0
2693,<35,No,Undergraduate,1,Man,No,Dev,10,5,India,41880.0,C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;PowerShell;Python;SQL;Docker;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Express;React.js;AWS;DigitalOcean;Heroku;Microsoft Azure;Cassandra;Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,30,1
2694,<35,No,Master,1,Man,No,Dev,16,3,Netherlands,49296.0,Haskell;HTML/CSS;Python;Rust;SQL;TypeScript;Docker;Git;Pulumi;Angular;FastAPI;Flask;AWS;Google Cloud Platform;MySQL;PostgreSQL;SQLite,17,0
2695,>35,No,Master,1,Man,No,Dev,38,30,United Kingdom of Great Britain and Northern Ireland,58167.0,Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;Perl;PHP;SQL;Docker;Kubernetes;Angular.js;jQuery;React.js;Spring;Oracle,15,1
2696,<35,No,Undergraduate,1,Man,No,Dev,8,3,Netherlands,48648.0,C;C++;Haskell;JavaScript;Python;TypeScript;Docker;Angular;Django;FastAPI;AWS;Google Cloud Platform;Firebase;MariaDB;PostgreSQL,15,0
2697,<35,No,Undergraduate,1,Man,Yes,Dev,11,5,United States of America,105000.0,Assembly;Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Python;Rust;Docker;Git;Flask;jQuery;AWS;DigitalOcean,17,1
2698,>35,No,Master,1,Man,No,NotDev,21,16,Denmark,79896.0,HTML/CSS;JavaScript;Node.js;PHP;R;Docker;Git;Express;DigitalOcean;MongoDB;MySQL;SQLite,12,1
2699,<35,No,Other,1,Man,No,Dev,8,1,Italy,14268.0,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;PowerShell;Python;Ruby;SQL;Swift;TypeScript;VBA;Git;Angular.js;ASP.NET Core ;Express;Flask;jQuery;React.js;AWS;Microsoft Azure;Microsoft SQL Server;MySQL,28,1
2700,>35,No,Undergraduate,1,Man,No,NotDev,20,8,Germany,36324.0,HTML/CSS;JavaScript;Node.js;Perl;PHP;Python;SQL;Docker;Git;Kubernetes;Puppet;Drupal;jQuery;PostgreSQL,14,0
2701,<35,No,Undergraduate,1,Man,No,Dev,7,5,United States of America,200000.0,C;C++;Dart;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript;Git;PostgreSQL,11,0
2702,<35,No,Master,1,Woman,Yes,Dev,16,6,Brazil,16488.0,C;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Python;Swift;Docker;Flow;Git;Kubernetes;Angular;Angular.js;ASP.NET;ASP.NET Core ;FastAPI;Flask;React.js;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,28,1
2703,<35,No,Undergraduate,1,Man,No,Dev,5,2,Turkey,11340.0,C#;HTML/CSS;JavaScript;Python;SQL;Docker;Git;ASP.NET;ASP.NET Core ;jQuery;AWS;DigitalOcean;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,16,1
2704,>35,No,Undergraduate,1,Man,No,Dev,40,31,Israel,63036.0,Java;Microsoft SQL Server;Oracle,3,0
2705,>35,No,Other,1,Man,No,Dev,45,23,Czech Republic,130000.0,HTML/CSS;JavaScript;Kotlin;Python;Rust;SQL;TypeScript;Ansible;Docker;Git;Django;Svelte;Vue.js;AWS;Microsoft Azure;PostgreSQL,16,0
2706,>35,No,Undergraduate,1,Man,No,Dev,16,12,Portugal,23352.0,JavaScript;PHP;SQL;TypeScript;Docker;Git;Angular;Angular.js;jQuery;Google Cloud Platform;Heroku;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,17,1
2707,<35,Yes,Undergraduate,1,Man,No,Dev,17,11,United States of America,155000.0,C++;Python;Rust;Git;Flask;Microsoft Azure;SQLite,7,0
2708,<35,No,Other,1,Man,Yes,NotDev,7,2,Canada,21780.0,Bash/Shell;HTML/CSS;JavaScript;Matlab;Node.js;Python;R;Rust;Git;React.js,10,0
2709,<35,No,Undergraduate,1,Man,No,Dev,10,2,Turkey,13140.0,Bash/Shell;C;C++;Java;JavaScript;Python;Git;jQuery;Spring;AWS;DigitalOcean;Google Cloud Platform;Elasticsearch;Oracle;PostgreSQL;Redis,16,1
2710,<35,No,Other,1,Man,No,Dev,7,7,Russian Federation,288.0,Bash/Shell;Go;Python;Docker;Git;Heroku;SQLite,7,0
2711,>35,No,Other,1,Man,No,Dev,3,2,Romania,16284.0,JavaScript;Node.js;SQL;TypeScript;Angular;Express;React.js;Heroku;Microsoft Azure;Microsoft SQL Server,10,1
2712,<35,No,Other,0,Woman,No,Dev,16,9,Slovakia,51888.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;Git;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;SQLite,10,1
2713,>35,Yes,Other,1,Man,Yes,NotDev,25,11,Germany,57292.0,Bash/Shell;Perl;PHP;SQL;Docker;Git;PostgreSQL,7,0
2714,>35,No,Undergraduate,1,Man,No,Dev,20,18,Canada,77144.0,Java;Scala;SQL;Ansible;Docker;Git;Kubernetes;jQuery;Spring;Microsoft Azure;MySQL,11,0
2715,<35,No,Undergraduate,1,Man,No,Dev,7,2,Spain,12972.0,Bash/Shell;C;Dart;Groovy;Haskell;HTML/CSS;Java;JavaScript;Kotlin;LISP;Python;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;Angular;Django;FastAPI;Spring;DigitalOcean;Heroku;PostgreSQL;Redis;SQLite,26,1
2716,<35,No,Master,1,Man,No,NotDev,12,4,France,46482.0,Assembly;Bash/Shell;C;C++;Go;Julia;Python;R;Rust;Docker;Git;Elasticsearch;MySQL;PostgreSQL;SQLite,15,0
2717,<35,No,Other,1,Man,No,Dev,14,4,Sweden,44796.0,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;Swift;TypeScript;Docker;Git;Kubernetes;Pulumi;Terraform;Angular;Django;Drupal;Google Cloud Platform;MySQL;PostgreSQL;Redis;SQLite,22,1
2718,>35,No,PhD,1,Man,No,Dev,40,21,United States of America,148000.0,C++;Python;Docker;Google Cloud Platform,4,0
2719,<35,No,Undergraduate,1,Man,Yes,Dev,11,5,United States of America,155000.0,Go;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript;Docker;Git;Kubernetes;Django;Flask;AWS;DigitalOcean;Google Cloud Platform;PostgreSQL;Redis;SQLite,18,0
2720,>35,No,Other,1,Man,No,Dev,35,35,Netherlands,45396.0,JavaScript;Node.js;TypeScript;Docker;Git;Express;React.js;AWS;DigitalOcean;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,14,1
2721,<35,No,Undergraduate,1,Man,Yes,Dev,6,3,Turkey,23664.0,C#;Go;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Docker;Git;Kubernetes;Yarn;ASP.NET;ASP.NET Core ;Express;React.js;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL;Redis,23,1
2722,<35,No,Undergraduate,1,Man,No,Dev,7,3,Mexico,51708.0,JavaScript;Ruby;Swift;Git;Express;Gatsby;Vue.js;AWS;DigitalOcean;Heroku,10,0
2723,<35,No,Master,1,Man,No,Dev,9,6,Czech Republic,28584.0,C#;HTML/CSS;SQL;TypeScript;Docker;Git;Kubernetes;Angular;Microsoft SQL Server,9,1
2724,>35,No,Undergraduate,1,Man,No,Dev,35,24,United States of America,115000.0,Assembly;Bash/Shell;C;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;Git;jQuery;Ruby on Rails;AWS;Google Cloud Platform;MariaDB;MySQL;PostgreSQL,18,1
2725,<35,No,Undergraduate,1,Man,No,Dev,6,2,United States of America,180000.0,C++;Python;AWS;Google Cloud Platform,4,0
2726,<35,No,Undergraduate,1,Man,No,Dev,13,8,United States of America,145000.0,C#;Go;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Angular;ASP.NET;ASP.NET Core ;AWS;Google Cloud Platform;DynamoDB;Microsoft SQL Server;MySQL;PostgreSQL,18,1
2727,<35,No,Undergraduate,1,Man,No,Dev,6,2,Brazil,8244.0,C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;SQL;TypeScript;Docker;Git;Angular;Angular.js;jQuery;React.js;Spring;Vue.js;AWS;Google Cloud Platform;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure;Firebase;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,29,1
2728,<35,No,Master,1,Man,No,Dev,5,3,India,32112.0,Python;Docker;Git;FastAPI;Flask;AWS;DigitalOcean;Google Cloud Platform,8,0
2729,<35,No,Undergraduate,1,Man,No,Dev,10,5,India,1885.0,APL;Bash/Shell;HTML/CSS;JavaScript;LISP;Node.js;Python;Rust;SQL;TypeScript;Docker;Git;Kubernetes;Flask;React.js;AWS;DigitalOcean;Google Cloud Platform;MongoDB;PostgreSQL;Redis;SQLite,22,1
2730,>35,No,Master,1,Man,Yes,NotDev,30,15,Germany,131880.0,Bash/Shell;Python;Rust;Ansible;Docker;Git;Kubernetes;Puppet;Terraform;AWS;Google Cloud Platform;PostgreSQL,12,0
2731,>35,No,Other,1,Man,Yes,Dev,47,42,United States of America,156000.0,APL;Assembly;C;C++;LISP;Perl;Python;VBA;Git,9,0
2732,<35,No,Undergraduate,1,Man,No,Dev,11,8,United States of America,145000.0,Bash/Shell;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript;Docker;Git;Django;FastAPI;React.js;AWS;Elasticsearch;PostgreSQL,15,0
2733,<35,No,Undergraduate,1,Man,Yes,Dev,7,2,Turkey,9372.0,C#;Go;JavaScript;SQL;Docker;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;Redis,12,1
2734,<35,No,NoHigherEd,1,Man,No,Dev,20,7,Israel,110904.0,JavaScript;TypeScript;Git;Yarn;Angular,5,0
2735,>35,No,Master,1,Man,Yes,Dev,41,27,United States of America,140000.0,Bash/Shell;C#;HTML/CSS;JavaScript;LISP;PowerShell;SQL;TypeScript;Docker;Git;Angular.js;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MongoDB;Redis,16,1
2736,<35,No,Undergraduate,1,Man,No,Dev,12,4,United States of America,155000.0,HTML/CSS;JavaScript;Kotlin;Python;Rust;TypeScript;Docker;Git;Kubernetes;Terraform;FastAPI;React.js;Spring;AWS;DigitalOcean;Elasticsearch;MongoDB;PostgreSQL,18,0
2737,>35,No,Undergraduate,1,Man,No,Dev,36,22,Sweden,92052.0,Bash/Shell;Java;Spring;Google Cloud Platform;Elasticsearch;MongoDB,6,1
2738,>35,No,Master,0,Man,No,Dev,20,12,Canada,151250.0,Bash/Shell;Go;Java;JavaScript;Kotlin;PHP;Python;Docker;Git;Django;Flask;jQuery;Laravel;Symfony;Elasticsearch;MariaDB;MongoDB;SQLite,18,1
2739,<35,No,Master,1,Man,No,Dev,10,1,Denmark,80112.0,HTML/CSS;JavaScript;Ruby;Rust;SQL;Git;Yarn;Angular;Ruby on Rails;DigitalOcean;Heroku;PostgreSQL,12,0
2740,<35,No,Undergraduate,0,Man,No,Dev,5,2,Argentina,26400.0,C;Go;Java;JavaScript;Matlab;Node.js;PowerShell;Python;SQL;Docker;Git;Yarn;Django;React.js;Vue.js;AWS;Couchbase;DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis,22,1
2741,<35,No,NoHigherEd,1,Man,No,Dev,12,9,Uruguay,28200.0,HTML/CSS;JavaScript;PHP;SQL;Laravel;Vue.js;DigitalOcean;Google Cloud Platform;Firebase;MySQL,10,0
2742,<35,No,Undergraduate,0,Man,No,Dev,3,1,Pakistan,3600.0,HTML/CSS;JavaScript;PHP;Python;SQL;Django;jQuery;Laravel;React.js;Vue.js;DigitalOcean;MariaDB;MySQL,13,0
2743,<35,No,Undergraduate,1,Man,No,Dev,7,3,Netherlands,81074.0,Bash/Shell;Elixir;Go;HTML/CSS;Java;JavaScript;Docker;Git;Kubernetes;Yarn;Vue.js;AWS;Heroku;PostgreSQL;Redis,15,0
2744,<35,No,Undergraduate,1,Woman,No,Dev,6,2,India,10471.0,C#;HTML/CSS;SQL;Git;React.js;Microsoft SQL Server,6,0
